id,gasmetallicity,gasmetallicityhalfrad,mass,halfmassrad,mass_gas,halfmassrad_gas,mass_dm,halfmassrad_dm,mass_stars,halfmassrad_stars,sfr,sfrinhalfrad,spin_x,spin_y,spin_z,starrmetallicity,starmetallicityhalfrad
0,0.00929428,0.0110181,22174.8,655.851,1819.32,735.785,20122.1,651.115,233.394,72.0388,2.93449,0.39615,13702.3,-1055.34,-18866.2,0.0243914,0.0274451
30430,0.00378007,0.00716944,17048.3,558.395,971.071,788.363,15860.6,548.27,215.141,50.8656,0.108484,0,10498.7,-3909.35,-53503.7,0.0282581,0.0315775
66080,0.0144487,0.0184647,11085.8,458.262,613.164,608.636,10285.2,454.353,186.883,42.2246,0.718376,0,-3567.29,49748.4,-25611.2,0.0290227,0.0319234
59384,0.0101345,0.0130803,11407.8,492.466,541.127,608.024,10681,491.421,184.953,38.4658,0.264833,0,3058.58,-681.393,2185.44,0.0281826,0.0307578
16937,0.00686328,0.00832208,20001,717.439,1242.98,823.063,18598.7,712.179,159.299,97.3295,1.17209,0.0084005,3957.71,-16260.1,-6720.92,0.0219612,0.024295
80734,0.00981561,0.012827,9892.53,434.207,671.272,615.075,9063.57,422.995,156.967,43.6115,0.0546924,0,13743.1,-3036.34,14381.5,0.0249212,0.0271157
93165,0.0092416,0.0115397,9135.06,399.206,444.429,625.468,8552.12,392.211,137.7,37.4125,0.925166,0.00612167,-6462.91,11353.8,3891.86,0.0252473,0.0280124
142714,0.0145042,0.0144089,3783.39,235.005,54.6,524.729,3615.26,239.874,113.083,22.6279,0.0198852,0,-747.754,-7785.01,-1575.65,0.0291408,0.0316542
99148,0.0111604,0.0123246,7279.16,443.887,567.831,622.83,6601.24,430.634,109.68,29.1991,0.145523,0,-52481.7,1003.34,5784.68,0.0259723,0.0284272
41088,0.00813078,0.00835819,11158.5,496.056,746.771,659.062,10309.3,481.204,101.756,62.3012,0.561976,0,-15209,-15480.3,861.6,0.0192026,0.0214924
86186,0.00688795,0.0102721,9554.1,470.524,450.505,649.178,9003.22,463.889,99.7942,42.6198,0.103187,0,-19049.4,4082.49,33430.3,0.0229416,0.0246721
73663,0.0176331,0.0181069,5829.31,542.069,82.7575,648.64,5654.96,548.822,91.3514,26.7105,1.0243,0.470618,-3391.62,-3311.66,36109.1,0.0282785,0.0304918
127228,0.0135259,0.013169,4769.31,309.409,29.5669,544.391,4648.72,313.163,90.5758,26.6017,0.000347198,0,498.734,12355.5,-4748.97,0.0246714,0.0266305
51811,0.00770496,0.00784586,10918.7,500.082,583.444,569.583,10250.8,497.113,84.1013,63.1636,0.54386,0.0390134,913.416,-12709.8,36222.2,0.0205845,0.0227614
157165,0.0188626,0.0189214,3395.92,265.659,17.4203,471.786,3294.33,272.065,83.7533,31.4072,0,0,2271.46,-7406.46,6036.91,0.025746,0.0280481
186924,0.0159588,0.0138868,2728.17,230.41,16.6183,355.971,2630.82,238.176,80.3517,23.5582,0.0196086,0,12306.3,-5388.22,-3391.28,0.0268768,0.0292854
117343,0.00687458,0.0103865,5963.89,337.405,74.5221,510.629,5810.04,339.281,78.745,34.6103,0.00538996,0,13383.4,-18263.2,-5078.9,0.0240113,0.0259393
73664,0.0160777,0.0181991,2234.87,148.336,5.99562,301.329,2149.72,152.573,78.6779,21.5528,0.0151936,0,-676.097,-686.195,4717.17,0.026313,0.0290736
138413,0.0130129,0.0132768,4117.39,299.684,14.3559,374.257,4026.46,303.675,76.2762,17.3396,0.196535,0,-14650.6,-22356.9,-33853.8,0.0306136,0.0336743
129770,0.0188179,0.0191606,3720.69,327.56,64.7602,450.294,3582.52,331.337,73.168,29.6484,0.0779218,0,6029.01,-4482.34,-6052.48,0.0261961,0.0287794
146855,0.0178076,0.0154928,3148.87,280.492,7.70162,469.815,3068.65,286.252,72.2061,20.2276,0,0,1891.88,-567.192,-6397.84,0.0261849,0.0276447
132699,0.0251528,0.0254891,1849.59,228.865,12.3882,344.053,1766.33,238.691,70.6936,22.1486,0.118948,0.118948,-2037.32,9403.23,2971.07,0.0298026,0.0324449
114300,0.00871329,0.00959025,5387.77,358.913,166.11,517.909,5151.74,357.145,69.4914,25.899,0.0573871,0,-16453.9,-5288.19,2979.9,0.0248422,0.0262096
149088,0.0132421,0.0120938,3432.86,285.602,10.9826,392.518,3352.53,291.497,69.0391,18.9611,0.00337692,0.000588323,-21116.3,13199.7,16073.8,0.0271011,0.0294542
191220,0.0204938,0.0193002,2552.85,235.522,3.5171,434.664,2480.36,241.753,68.6701,23.4823,0,0,3517.99,4374.77,2500.82,0.0274085,0.0300445
123773,0.03824,0.0412001,4482.98,388.944,33.6629,534.252,4381.69,392.21,67.4447,28.0724,1.07457,1.07457,19345.1,-9335.6,13266.4,0.0257708,0.027978
209975,0.0146734,0.0141416,1819.38,189.858,2.88102,423.047,1751.85,197.225,64.4142,16.3383,0.295414,0,1493.84,-6703.46,-5534.85,0.0290611,0.031913
144528,0.0298796,0,3120.47,330.814,9.22318,612.253,3047.09,337.375,63.9733,24.6396,0.0441488,0,2707.11,2354.16,-9090.41,0.0291744,0.0327499
171905,0.013246,0.0117318,2961.87,247.675,24.719,339.699,2873.32,252.221,63.4817,14.4522,0.0147495,0,-8599.62,524.051,9464.84,0.0265319,0.0284263
150860,0.0180081,0.0161098,2821.93,285.855,23.8762,415.901,2735.58,290.735,62.2686,16.3515,0.00175687,0,17611.7,3146.3,-16253.6,0.028818,0.0317462
152864,0.0128641,0.0114838,3438.79,283.099,7.47099,396.063,3369.57,288.059,61.4151,19.2712,0.017904,0,-7622.48,10881.4,-7786.57,0.0237852,0.0257487
167867,0.0130321,0.0121911,2398.3,224.51,16.4565,290.94,2321.59,230.375,59.9732,17.0941,0.0672175,0.0533991,-7701.96,4641.01,8736.53,0.0273954,0.0306779
120615,0.0171568,0.016655,4486.12,377.648,57.0447,676.077,4370.29,378.418,58.59,28.7575,0.00424919,0,-6657.75,-8505.28,-1835.78,0.0264249,0.0291534
198179,0.0378188,0.0391764,1882.74,256.528,2.65977,124.672,1822.77,264.725,57.2318,23.1606,2.99624,2.96578,7418.9,24690.2,12992.8,0.0257322,0.0280669
189944,0.0213736,0.0244309,2313.86,238.65,22.2864,292.361,2234.4,243.105,57.0285,18.6217,0.0406029,0.0167669,14703.7,1155.25,7711.7,0.0296135,0.0329189
73665,0.0254028,0.0292723,1324.75,170.263,6.04704,75.1777,1261.77,178.153,56.8067,16.3621,2.1346,1.4111,4727.8,-5919.62,-5777.26,0.0308848,0.0341168
207911,0.0248473,0.0243864,1567.19,205.553,11.1334,329.587,1500.2,213.076,55.7471,16.5671,0.0052802,0.000520969,-874.194,754.04,-1707.87,0.0316644,0.0348334
154948,0.0161697,0.0151235,2185.64,222.014,16.6366,273.842,2113.56,227.81,55.1888,14.3779,0.0249742,0,-3053.48,73.2983,3737.09,0.0285404,0.031332
110567,0.0316673,0.0317555,1734.74,260.633,0.686805,406.5,1679.55,269.627,54.3561,13.6153,0.055613,0.0540653,-4183.01,-1186.22,12802.6,0.0301447,0.0325354
203459,0.0161007,0.0149016,1549.81,191.891,1.59299,115.422,1493.9,199.008,54.124,15.3026,0,0,11749.1,595.117,-209.386,0.0271649,0.0292137
140592,0.0157346,0.0158751,3022.81,298.745,17.6737,415.672,2951.38,303.151,53.5827,25.3979,0.0123611,0,-18894.1,9821.22,-12919.2,0.0263033,0.0289341
16938,0,0,776.065,73.9449,0.005852,173.461,722.726,78.0746,52.9557,10.7214,0,0,-1737.07,2886.83,-888.08,0.029356,0.0317071
173536,0.0148937,0.0155674,3127.72,279.327,21.363,419.291,3053.99,283.058,52.0825,32.1589,0.000846039,0,-4145.6,28.5252,12871.7,0.022762,0.0249989
170088,0.0164784,0.0130253,2620.07,278.597,6.15838,403.361,2562.89,284.355,50.8492,13.8717,0.00859189,0,21476,-22030.7,14851.6,0.0293624,0.0316577
163932,0.0123394,0.009971,2705.44,284.771,3.89577,706.51,2650.62,290.785,50.6667,19.92,0.00031882,0,-10765.2,16104.9,14903.6,0.0233142,0.0252928
178998,0.0177237,0.0176624,2768.73,264.279,5.0621,274.389,2713.46,267.526,50.084,23.4586,0.0969085,0,-11809.1,-14414.6,5816.59,0.0272446,0.0297718
159261,0.0143821,0.0143009,2065.14,237.922,7.81306,284.056,2009.45,243.768,47.6015,13.9768,0.0163638,0,6775.09,-4579.63,1083.72,0.0295701,0.0321982
182233,0.0137432,0.0125557,2335.17,261.873,11.0472,489.209,2276.37,266.328,47.5358,10.9892,0,0,8169.67,4398.36,-7061.08,0.0290662,0.0316889
239606,0.0324676,0.0324678,998.578,155.345,3.32344,249.307,948.525,164.422,46.6453,10.6572,0.150481,0.150481,-874.213,-4236.1,-1753.51,0.032854,0.036222
110566,0.01483,0.0126441,2445.62,258.529,8.26994,276.433,2391.26,263.674,45.8654,14.7686,0.016531,0,-6662.9,-7245.57,4989.23,0.0271138,0.0294292
41092,0.0356257,0.0374437,320.81,45.654,0.790603,12.0881,274.185,52.5561,45.7168,12.4084,1.04517,1.02715,340.976,-475.042,2054.33,0.0290469,0.0314514
1,0.0322741,0.0336909,2218.66,290.407,7.87203,492.877,2165.37,295.66,45.3308,16.3034,0.0147863,0,6198.52,-3537.57,3849.94,0.0278955,0.0309505
165890,0.0098886,0.00759689,3488.78,282.678,5.59521,556.882,3438.47,286.365,44.4525,19.736,0.00541046,0,-889.432,6853.37,-3363.48,0.0232985,0.0250415
229474,0.0149171,0.0136805,1397.63,187.514,1.88694,245.782,1351.05,196.872,44.4397,12.9376,0,0,16493.6,2126.4,5502.3,0.0266746,0.0291176
194303,0.00870933,0.00775537,2347.26,214.138,29.5523,435.117,2273.15,216.478,44.2292,14.1379,0.0323706,0,-1470.02,1058.56,-1520.38,0.0236736,0.0253162
195486,0.0187907,0.0171249,1980.45,252.824,12.608,288.826,1923.71,257.98,43.9974,16.665,0,0,17390.8,9208.35,-246.133,0.0270108,0.0302219
205582,0.0331515,0.0342333,1852.7,269.405,5.35012,314.396,1804.07,274.836,43.1732,18.6256,0.642726,0.642726,-6812.83,-10941.8,8285.89,0.0278331,0.0305429
242071,0.042467,0.0435006,1066,147.626,3.63815,249.999,1019.78,153.504,42.416,10.14,0.247805,0.231532,-3135.66,776.605,-3634.23,0.0307062,0.0333982
196773,0.0167215,0.0159729,2012.85,241.214,6.58567,410.965,1963.74,246.015,42.4159,14.6456,0,0,6488.91,12095.3,-3624.89,0.0287706,0.0316562
192506,0.00892014,0.0110906,2560.53,279.069,7.88825,355.25,2510.05,284.754,42.2997,15.735,0.0030512,0,-345.816,768.501,3084.11,0.0247878,0.0268776
232441,0.0391262,0.0403224,941.211,161.03,5.7545,184.13,893.16,169.086,42.227,12.1787,0.627718,0.627718,-587.364,-741.059,5179.38,0.0320738,0.035313
135289,0.0159273,0.014624,3694.57,418.882,11.3177,605.737,3640.82,421.674,42.2003,22.8482,0.0021356,0,29850.4,-2678.2,-12297.7,0.0272473,0.029799
180486,0.0241799,0.0192633,1363.39,169.704,1.88397,307.945,1320.1,175.342,41.2635,19.9102,0,0,-1910.24,-4081.96,3154.58,0.0254725,0.0282424
231879,0.0167718,0.0137489,1233.67,178.451,1.30503,252.134,1191.53,184.125,40.6998,12.3029,0,0,-4209.48,-1820.03,3582.42,0.0288143,0.0312066
132700,0.0205951,0.0227804,1345.26,218.688,7.29894,312.376,1297.19,224.977,40.6896,13.9376,0.283807,0.271369,383.738,-4279.39,-2339.86,0.0295249,0.0328472
104798,0.0468154,0.0471929,2096.14,453.23,3.61107,793.436,2052.16,462.989,40.3109,13.2647,0.133525,0.103825,-22566.3,-16963.7,1227.82,0.0313113,0.0340857
230214,0.03582,0.0397135,1130.3,181.224,3.32168,111.717,1086.64,188.499,40.273,15.0199,0.876766,0.707041,-8480.81,-3746.38,-2077.05,0.0284207,0.0308569
73666,0.0491813,0.0543696,640.303,106.702,1.24121,12.5337,598.867,113.921,40.1218,11.6558,1.41209,1.34256,-501.751,-1825.68,6084.65,0.0324259,0.0358408
214813,0.0361715,0.0387437,1285.64,187.345,6.20998,267.131,1239.31,194.223,40.0332,15.8249,1.62827,1.62773,6108.02,3395.24,1382.97,0.0297615,0.0326332
80735,0.0148119,0.0122698,1412.64,136.862,1.00344,177.878,1372.55,140.275,38.919,13.0789,0,0,3691.25,6363,3472.33,0.0269723,0.0294289
227854,0.0348536,0.0388785,1113.28,179.361,19.3127,243.524,1055.18,185.366,38.7121,9.0523,1.91895,0.899626,-4853.36,-2643.84,11381.2,0.0317804,0.0349884
251100,0.0400635,0.0418663,995.358,162.568,2.85059,124.583,953.84,169.889,38.5668,14.6202,0.959176,0.959176,3302.71,1394.03,-750.439,0.0287479,0.0316822
86187,0.0129554,0.012875,543.584,75.5333,0.317896,14.1208,504.474,80.0526,38.5485,15.506,0,0,397.344,550.146,1083.59,0.0257108,0.0278098
210738,0.0281748,0.0292063,1448.52,262.316,4.70691,415.745,1405.68,269.742,37.9708,12.9249,0.198482,0.198482,-4199.01,-13819.3,3693.52,0.0293266,0.0317085
251546,0.0242858,0.0247896,1020.66,150.159,4.68779,46.7067,977.942,156.818,37.8807,12.7982,0.11377,0.0489581,-297.828,-23.5635,7826.29,0.027352,0.0297182
104799,0.0202327,0.0214883,962.967,115.409,1.79452,49.3376,923.437,119.634,37.5999,11.3797,1.14366,0.69323,2496.43,-935.649,-857.267,0.0266633,0.0288316
99149,0.0135763,0.0125426,480.253,63.8374,0.450325,30.5249,442.146,68.1765,37.5215,10.6423,0.0119387,0,208.137,914.683,1758.36,0.0280786,0.030592
41089,0.0226885,0.0216256,1862.1,200.288,3.29015,247.802,1821.39,203.49,37.2664,20.1947,0.00256299,0,-7575.97,4842.26,2206.26,0.0232816,0.0256575
212957,0.0107773,0.00893366,1827.38,194.545,9.40324,209.717,1780.74,198.925,36.9144,14.7678,0.684631,0,-527.054,-2190.72,1872.81,0.0232398,0.0246959
222715,0.0281993,0.0307924,1057.72,188.861,1.41803,494.903,1019.25,197.215,36.9087,12.8444,0.372092,0.372092,-3564.06,10180.2,-796.763,0.0282461,0.0304528
244157,0.0256827,0.0266431,1108.29,158.967,2.12673,284.76,1070.52,164.402,35.4849,11.8921,0.156782,0.156782,-4938.03,3.32023,-1097.88,0.0275184,0.0309544
234535,0.0138238,0.0101469,1126.18,179.657,3.42696,266.675,1087.55,185.483,35.0353,11.4717,0.0162489,0.0162489,-624.734,3089.61,3484.25,0.0290156,0.0316526
3,0.0507642,0.0595463,260.97,38.8213,1.162,11.3625,224.695,44.7348,35.033,9.62,2.34202,1.66913,904.083,34.3878,-124.645,0.0317794,0.0345519
30431,0.0152678,0.0139721,364.925,51.47,0.230503,9.0242,329.673,56.0836,34.8661,8.8997,0,0,426.741,399.608,-946.179,0.029715,0.0328833
51812,0.00798264,0.00665422,447.234,48.3237,0.06764,12.7918,412.132,51.9101,34.7183,8.9507,0,0,-1020.33,4246.38,-1595.3,0.0258725,0.027899
244672,0.046782,0.0512032,898.806,160.265,0.656075,119.936,863.722,167.247,34.3288,8.2029,0.0940755,0.0847293,4699.97,2127.15,885.049,0.0329067,0.0364047
104800,0.0182332,0.0147188,664.406,115.155,0.663794,131.29,629.576,120.367,34.0965,11.7887,0,0,58.7536,-153.694,-2312.88,0.0274821,0.0297146
220767,0.0256612,0.0284883,1227.83,192.589,4.66699,197.267,1189.09,199.142,33.9757,10.9238,0.996882,0.907444,-4215.84,-3042.98,4089.05,0.0295182,0.0325242
217716,0.0181502,0.016892,1280.41,200.95,8.67273,289.648,1237.68,205.827,33.9398,10.5692,0.000631545,0,4265.42,-6044.85,-7897.59,0.02895,0.0322061
183683,0.0208959,0.0216257,1951.59,247.476,4.96953,469.5,1912.68,250.685,33.8453,17.8933,0.244893,0.244893,-9937.52,-7272.27,4939.96,0.0241642,0.0266488
129771,0.0315527,0.0330606,790.514,142.697,2.19315,90.781,754.44,148.619,33.8098,11.6267,1.24236,1.24236,-4797.05,248.816,4838.12,0.0273658,0.0296618
219708,0.0319322,0.0328749,1139.39,216.011,2.11661,303.209,1103.81,223.45,33.3822,11.5627,0.00145528,0.00145528,-127.715,6554.84,-4720.39,0.0304755,0.0334623
269276,0.0357473,0.0375793,707.932,161.193,1.1847,142.761,673.316,169.794,33.3769,10.8893,0.55613,0.55613,5755.26,-687.18,-2383.56,0.0315818,0.0348051
260067,0.0188133,0.0179801,904.926,145.805,0.930754,232.674,870.853,152.279,33.0363,12.7469,0,0,9633.28,831.008,-1986.27,0.0277791,0.0308412
242515,0.0139028,0.0141212,1079.46,151.873,4.53889,308.244,1041.78,156.616,33.0235,8.3571,0.000678023,0,-9174.66,-821.227,-4502.8,0.030922,0.0347489
185229,0.0358248,0.0402159,1020.84,194.98,1.17403,135.643,986.7,202.547,32.8809,16.5336,0.586105,0.586105,-1952.28,-432.077,6426.15,0.0259911,0.0282771
243669,0.029672,0.030219,1051.3,180.276,5.16912,239.103,1013.43,185.728,32.6346,11.9692,0.50072,0.50072,-1396.55,2795.15,-2564.57,0.0281736,0.0312506
202062,0.0361624,0.0366843,1469.12,236.434,6.02927,398.801,1430.54,241.157,32.4932,15.3774,0.298881,0.298379,-7044.37,-5258.97,-12100.4,0.0276723,0.0301709
51814,0.0312089,0.0354362,265.898,49.1959,1.0025,10.1142,232.462,55.4494,32.3612,9.1633,2.05106,1.89221,-519.549,99.632,-203.449,0.0328541,0.0374012
236686,0.0271639,0.028069,1148.28,225.86,3.57503,349.807,1112.64,230.154,32.0089,18.436,0.135871,0.0509015,1092.13,-4494.84,1148.93,0.026875,0.0294323
200653,0.0151735,0.0142362,1760.15,248.481,5.19327,520.327,1722.9,251.839,31.924,11.2718,0.00639199,0,2654.22,8113.87,-7972.57,0.0268214,0.0293883
41091,0.0366505,0.0377971,537.256,98.9046,0.247969,21.1532,505.204,105.851,31.7169,7.0307,0.0264213,0.00506219,271.597,-2512.73,5437.53,0.0312832,0.0350855
246642,0.0296767,0.0306719,1097.13,155.932,1.22438,210.207,1064.07,160.946,31.6837,12.2281,0.268829,0.268829,294.08,-400.618,1486.46,0.0263031,0.0293653
59386,0.0314608,0.0321455,296.261,47.9733,0.205887,7.5792,264.261,53.7304,31.6637,9.4369,0.0655443,0.0655443,-1337.92,853.183,-118.141,0.0277444,0.0302494
241415,0.0219971,0.0214871,1075.21,192.566,0.861356,392.176,1042.59,198.629,31.6399,12.1888,0,0,8239.23,-3977.73,9857.38,0.0274788,0.0291903
238393,0.0227768,0.0218888,1168.9,197.881,0.846495,341.002,1136.66,204.146,31.2742,10.807,0,0,-2674.05,3347.08,-5129.62,0.0272146,0.0295124
110569,0.0363436,0.0382731,532.434,91.7051,0.994515,17.7536,500.276,98.3559,31.0644,9.4058,0.138511,0.127521,-2872.38,-1666.37,311.551,0.0296216,0.0331405
216740,0.0182815,0.0167861,1531.38,207.37,5.50179,402.457,1494.77,211.934,30.8973,13.8932,0,0,9659.06,-7310.12,-8873.93,0.0272988,0.0296402
123774,0.0273694,0.0273682,326.139,43.5412,0.007996,5.88,295.439,47.8393,30.5402,6.9594,0,0,128.782,1071.31,365.6,0.0286492,0.0316565
188237,0.0128821,0.00971772,1555.56,227.865,3.26913,427.221,1521.8,232.834,30.207,11.7678,0,0,-11872.2,3099.9,1956.35,0.0273537,0.0293396
253015,0.0277455,0.0282758,900.087,168.246,3.77427,244.434,866.291,174.624,29.9048,14.0239,0.139973,0.139973,427.357,-5071.74,4999.09,0.026716,0.0289615
265345,0.0515833,0.0555524,621.791,125.96,6.41383,123.33,585.784,134.264,29.5601,11.5541,3.07235,3.0614,5415.63,3018.77,-1471.88,0.0345191,0.0390831
2,0.0402032,0.0412719,573.408,82.1751,0.431874,6.5536,543.436,85.2376,29.441,10.0298,0.951135,0.948843,1996.42,9528.1,1749.74,0.0270742,0.0293819
30432,0,0,293.007,47.6237,0.064824,122.875,263.766,52.0853,29.0058,8.3203,0.00333456,0,-370.031,-868.102,573.543,0.0277952,0.0305733
138414,0.0254111,0.0258079,234.638,27.8621,0.252228,7.745,205.394,30.6024,28.7307,6.9049,0.161645,0.15547,-246.29,-593.655,-133.929,0.0273057,0.0297912
110568,0.0268338,0.0329847,759.566,137.793,0.775465,268.113,729.958,143.178,28.7166,14.2615,0.0455093,0.0455093,6648.32,5129.06,6550.51,0.0235638,0.0258142
16940,0,0,195.19,34.82,8.30E-05,0,166.438,40.5409,28.7034,8.1079,0,0,750.012,238.297,-1543.47,0.0321298,0.0352198
252559,0.0220679,0.0213568,846.128,168.037,3.29418,252.027,814.1,173.14,28.674,10.0208,0,0,-2097.99,-918.812,6612.73,0.0312368,0.0339525
267211,0.0204941,0.019759,868.151,156.732,1.72316,172.928,837.694,161.846,28.6486,10.4787,0.110107,0.110107,3609.6,319.587,1367.94,0.02811,0.0306059
199143,0.0312847,0.0359605,223.502,39.1654,4.12982,26.1349,190.723,44.7792,28.6111,10.8056,2.59271,0.631072,-4045.85,632.052,1046.2,0.0305689,0.0336439
175435,0.0234362,0.023808,1593.65,267.51,4.92917,321.767,1560.21,271.406,28.3562,9.0575,0.124181,0.124181,-13584.2,-3973.44,7746.42,0.0280435,0.031083
268410,0.0234419,0.0232621,659.275,128.488,3.81736,221.523,627.056,135.475,28.3351,5.5212,0,0,3189.59,241.57,1505.82,0.0351336,0.0385227
213907,0.0131881,0.012546,1532.42,262.273,2.99925,499.919,1500.97,266.53,28.3176,16.314,0.0141366,0,1405.42,20354,-11544.7,0.0230459,0.0256416
206715,0.0392632,0.0417776,341.851,77.0132,2.15484,95.2278,311.463,84.8328,28.2067,10.6705,0.263154,0.263154,20.9103,-38.4533,-2474.43,0.032084,0.0352221
261085,0.0341514,0.0398453,768.981,138.76,7.61115,160.648,733.125,143.253,28.1706,10.5545,2.4337,0.549477,2235.43,-6758.93,-2675.4,0.0284147,0.0309468
267605,0.0186681,0.0173725,789.97,140.964,1.30493,229.844,760.447,147.187,28.0658,10.7646,0,0,-2537.73,2660.53,1478.45,0.0300536,0.0320494
298753,0.0325556,0.0348422,485.495,109.577,0.589757,172.915,457.099,117.354,27.7512,8.7309,0.265255,0.265255,2290.39,-1121.36,1497.63,0.0324076,0.0356201
258223,0.0495145,0.0510649,661.768,167.027,0.654802,193.379,633.465,174.572,27.6077,10.9323,0.292448,0.292448,-44.5147,-2305,-1774.48,0.0319611,0.0352053
282477,0.04595,0.0476053,622.295,141.866,1.25469,251.539,593.467,149.239,27.5189,8.558,0.258259,0.258259,-3429.76,-1164.97,69.3179,0.0324104,0.0356409
251933,0.0361857,0.0383246,914.16,174.813,2.79382,248.73,884.037,181.072,27.2513,6.9579,0.52884,0.527191,-5449.29,5969.13,744.492,0.0313954,0.0353059
270113,0.0383287,0.0382093,676.567,155.375,1.26064,119.514,648.188,162.206,27.0875,9.5509,0,0,394.626,-3397.61,-4288.48,0.0322893,0.0361489
208807,0.0318468,0.0322381,977.705,235.488,4.0947,167.167,946.835,241.786,26.7349,13.0938,0.171115,0.156078,2052.91,-5838.18,-4326.03,0.0282614,0.0307112
264498,0.0424668,0.0449756,567.124,143.822,3.36659,135.73,537.018,152.838,26.6946,7.3322,0.991378,0.989509,-2763.28,2098.24,-1006.92,0.0335965,0.0376511
226317,0.0394564,0.0538342,837.878,185.535,16.3948,166.837,794.944,193.212,26.497,8.6221,6.19568,3.03257,-318.849,-7880.62,-13246.7,0.0316939,0.0359655
59387,0.0327413,0.0344607,192.953,44.2091,0.865142,43.9775,165.616,52.5793,26.4167,8.6828,0.44397,0.36432,193.204,1349.87,2209.48,0.0331475,0.0366148
16939,0,0,372.514,70.961,0,0,346.247,75.2175,26.107,8.5995,0,0,959.524,-813.813,-1178.83,0.0238638,0.0249819
245939,0.0398007,0.0422115,1026.81,196.403,3.97288,264.118,996.602,201.196,26.1058,13.9168,0.313287,0.313287,9351.46,-4564.07,4472.21,0.0254772,0.0280161
264095,0.0291896,0.0310084,809.443,143.051,5.05633,189.59,778.252,148.173,26.0509,8.8931,0.204064,0.0779789,1048.61,5054.36,4101.76,0.0270509,0.0300535
140593,0.0169529,0.0170143,390.892,72.628,0.482758,36.5326,364.389,77.4646,25.931,10.2052,0.0612094,0.0612094,-157.722,-68.6955,858.067,0.0279982,0.0304658
262030,0.0292558,0.0294497,744.73,161.233,1.08343,192.263,717.672,168.069,25.9187,12.0966,0.134419,0.134419,-3347.65,-989.429,-1727.14,0.0269047,0.0296043
215567,0.0154666,0.0142581,1472.42,198.115,2.26483,303.233,1444.46,201.73,25.5685,9.5913,0.0470981,0.0393343,-40.0949,-7919.19,-920.542,0.0252564,0.0274579
258735,0.0251033,0.026817,856.818,167.115,1.29401,378.477,829.989,172.307,25.4734,11.8355,0.0655029,0.00982929,1360.51,4302.02,1037.49,0.028381,0.0307136
177128,0.0245608,0.0266273,2287.88,331.071,4.76265,445.917,2257.57,333.756,25.3742,23.4349,0.321027,0.320677,7908.87,-29729.9,-23647.3,0.0187463,0.0205225
312924,0.0353396,0.0379817,381.565,101.819,1.51224,97.2893,354.641,110.136,25.3734,8.2055,0.419789,0.419789,3225.59,187.362,1030.07,0.0329744,0.0361717
305959,0.0394261,0.0429654,415.531,118.313,1.8456,99.9699,388.324,126.305,25.321,10.5431,0.476889,0.476889,-3663.54,923.428,3059.35,0.0321738,0.0362339
273476,0.038604,0.0442228,698.421,114.127,8.35131,115.404,664.794,117.664,25.2409,8.8496,1.95316,1.55122,-282.952,3763.16,959.671,0.0308188,0.0339878
80737,0.0135089,0.0122052,51.6907,8.557,0.033442,6.4848,26.6623,12.3482,24.9947,5.1654,0,0,275.339,56.0803,-100.991,0.036953,0.04056
247544,0.0132346,0.0115217,982.461,195.225,7.68752,353.269,949.668,199.53,24.9854,8.6327,0,0,2417.16,-780.844,-1240.44,0.0290137,0.0317061
218651,0.0152389,0.0142109,1396.66,279.784,2.77626,417.867,1368.95,285.013,24.8555,6.5935,0,0,-12777.6,-4247.72,-8381.58,0.0310274,0.0341448
295981,0.0593651,0.0693163,450.757,122.567,2.81591,101.631,423.261,131.179,24.661,10.2871,1.23967,0.890892,2912.92,788.85,1173.46,0.0327051,0.0362415
281617,0.0661442,0.0702401,577.186,135.635,0.753978,72.7706,551.741,141.937,24.6548,11.6128,0.598462,0.598462,109.725,1215.05,-2683.04,0.0314894,0.0355465
306966,0.0558762,0.0622312,373.512,98.4183,0.927543,13.0784,347.964,107.019,24.5908,9.1784,0.703225,0.695328,-25.524,-1194.04,2991.05,0.0321661,0.0353482
189945,0.0210219,0.0199325,91.1568,16.8661,0.144402,24.95,66.3514,22.9547,24.5884,4.7209,0,0,86.6733,-200.329,164.916,0.0361891,0.041305
161362,0.0222545,0.0220834,607.415,121.411,3.47009,182.921,579.338,126.708,24.542,5.7935,0.0909758,0.0905134,2125.85,869.22,-1160.9,0.0324127,0.0362482
283832,0.0391261,0.0464389,506.738,126.375,10.0682,90.8793,472.224,134.081,24.4307,15.4917,4.59758,1.50983,8142.72,4834.71,-1236.19,0.0284838,0.0307442
16942,0,0,200.155,46.7053,0,0,175.782,52.7706,24.3153,9.4971,0,0,-784.563,-848.932,-312.415,0.0286051,0.0307034
305741,0.0583183,0.0667523,398.77,111.037,2.03561,80.4222,372.523,119.732,24.1815,10.6553,1.08665,0.991043,-2087.24,-422.831,-394.994,0.0315774,0.0336295
305106,0.0416715,0.0466415,422.828,110.135,1.62848,24.6859,397.164,118.903,23.9985,9.0163,0.488813,0.488813,-1263.47,2271.66,5924.62,0.0313044,0.0347
4,0.0238371,0.0254548,279.101,61.4169,0.347263,7.7937,254.713,67.3615,23.9527,7.3851,0.273659,0.272993,398.662,364.31,-416.782,0.0300639,0.0335379
249381,0.0163872,0.0148085,1029.46,192.86,4.12468,231.429,1001.38,196.862,23.8831,11.3928,0,0,-823.72,740.877,690.471,0.0267421,0.0290988
